city_id,year,new_center,revenue
23,2017,FALSE,123.13
23,2018,FALSE,225.61
23,2019,FALSE,275.19
23,2020,FALSE,348.57
23,2021,FALSE,449.44
23,2022,FALSE,334.62
23,2023,FALSE,314.9
24,2014,FALSE,55.07
24,2015,FALSE,98.43
24,2016,FALSE,116.24
24,2017,FALSE,152.78
24,2018,FALSE,268.61
24,2019,FALSE,259.09
24,2020,FALSE,384.18
24,2021,FALSE,403.75
24,2022,FALSE,354.86
24,2023,FALSE,415.59
25,2014,FALSE,122.69
25,2015,FALSE,105.15
25,2016,FALSE,129.68
25,2017,FALSE,122.52
25,2018,FALSE,184.76
25,2019,FALSE,273.79
25,2020,FALSE,410.55
25,2021,FALSE,397.97
25,2022,FALSE,282.52
25,2023,FALSE,367.07
26,2014,FALSE,84.76
26,2015,FALSE,94.28
26,2016,FALSE,90.18
26,2017,FALSE,159.54
26,2018,FALSE,229.49
26,2019,FALSE,228.51
26,2020,FALSE,374.52
26,2021,FALSE,407.3
26,2022,FALSE,365.91
26,2023,FALSE,277.68
27,2014,FALSE,91.55
27,2015,FALSE,94.38
27,2016,FALSE,121.89
27,2017,FALSE,135.57
27,2018,FALSE,222.41
27,2019,FALSE,285.15
27,2020,FALSE,384.81
27,2021,FALSE,450.79
27,2022,FALSE,387.66
27,2023,FALSE,374.35
28,2014,FALSE,77.71
28,2015,FALSE,108.6
28,2016,FALSE,109.76
28,2017,FALSE,115.73
28,2018,FALSE,217.09
28,2019,FALSE,315.55
28,2020,FALSE,356.9
28,2021,FALSE,414.21
28,2022,FALSE,325.65
28,2023,FALSE,419.33
29,2014,FALSE,73.51
29,2015,FALSE,107.01
29,2016,FALSE,136.3
29,2017,FALSE,157.19
29,2018,FALSE,227.15
29,2019,FALSE,277.86
29,2020,FALSE,405.57
29,2021,FALSE,454.77
29,2022,FALSE,328.65
29,2023,FALSE,372.52
31,2014,FALSE,156.6
31,2015,FALSE,158.98
31,2016,FALSE,149.88
31,2017,FALSE,204.1
31,2018,FALSE,271.43
31,2019,FALSE,428.2
31,2020,FALSE,482.89
31,2021,FALSE,467.64
31,2022,FALSE,327.48
31,2023,FALSE,292.03
32,2014,FALSE,126
32,2015,FALSE,110.07
32,2016,FALSE,139.52
32,2017,FALSE,150.02
32,2018,FALSE,195.21
32,2019,FALSE,245.95
32,2020,FALSE,374.11
32,2021,FALSE,381.39
32,2022,FALSE,339.94
32,2023,FALSE,319.09
34,2014,FALSE,133.9
34,2015,FALSE,171.94
34,2016,FALSE,136.35
34,2017,FALSE,153.08
34,2018,FALSE,260.06
34,2019,FALSE,229.03
34,2020,FALSE,379.41
34,2021,FALSE,453.24
34,2022,FALSE,349.74
34,2023,FALSE,352.02
35,2014,TRUE,169.93
35,2015,TRUE,195.98
35,2016,TRUE,208.02
35,2017,TRUE,171.68
35,2018,TRUE,292.05
35,2019,TRUE,306.07
35,2020,TRUE,402.67
35,2021,TRUE,467.48
35,2022,TRUE,380.54
35,2023,TRUE,396.99
36,2014,FALSE,175.03
36,2015,FALSE,178.05
36,2016,FALSE,174.97
36,2017,FALSE,243.91
36,2018,FALSE,309.23
36,2019,FALSE,437.18
36,2020,FALSE,428.41
36,2021,FALSE,504.64
36,2022,FALSE,443.48
36,2023,FALSE,429.42
37,2014,FALSE,111.89
37,2015,FALSE,108.25
37,2016,FALSE,146.28
37,2017,FALSE,126.29
37,2018,FALSE,215.16
37,2019,FALSE,275.76
37,2020,FALSE,397.13
37,2021,FALSE,498.28
37,2022,FALSE,259.56
37,2023,FALSE,312.44
38,2014,FALSE,64.4
38,2015,FALSE,79.27
38,2016,FALSE,112.14
38,2017,FALSE,99.17
38,2018,FALSE,225.74
38,2019,FALSE,232.77
38,2020,FALSE,407.08
38,2021,FALSE,388.46
38,2022,FALSE,352.05
38,2023,FALSE,371.55
39,2014,FALSE,120.42
39,2015,FALSE,138.89
39,2016,FALSE,149.73
39,2017,FALSE,155.34
39,2018,FALSE,177.82
39,2019,FALSE,272.27
39,2020,FALSE,303.7
39,2021,FALSE,450.44
39,2022,FALSE,340.7
39,2023,FALSE,353.8
40,2014,FALSE,82.38
40,2015,FALSE,87.08
40,2016,FALSE,104.59
40,2017,FALSE,131.72
40,2018,FALSE,209.19
40,2019,FALSE,263.57
40,2020,FALSE,460.06
40,2021,FALSE,419.61
40,2022,FALSE,384.01
40,2023,FALSE,383.05
41,2014,FALSE,63.24
41,2015,FALSE,96.29
41,2016,FALSE,119.47
41,2017,FALSE,169.78
41,2018,FALSE,237.71
41,2019,FALSE,286.83
41,2020,FALSE,410.92
41,2021,FALSE,407.4
41,2022,FALSE,328.45
41,2023,FALSE,346.61
42,2014,FALSE,105.9
42,2015,FALSE,129.58
42,2016,FALSE,120.52
42,2017,FALSE,130.72
42,2018,FALSE,213.97
42,2019,FALSE,291.8
42,2020,FALSE,395.11
42,2021,FALSE,359.36
42,2022,FALSE,377.69
42,2023,FALSE,327.67
43,2014,FALSE,97.31
43,2015,FALSE,125.16
43,2016,FALSE,128.22
43,2017,FALSE,136.46
43,2018,FALSE,229.34
43,2019,FALSE,248.58
43,2020,FALSE,291.6
43,2021,FALSE,422.7
43,2022,FALSE,347.66
43,2023,FALSE,317.87
45,2014,FALSE,128.55
45,2015,FALSE,100.83
45,2016,FALSE,145.46
45,2017,FALSE,149.73
45,2018,FALSE,176.59
45,2019,FALSE,248.07
45,2020,FALSE,440.19
45,2021,FALSE,419.61
45,2022,FALSE,333.97
45,2023,FALSE,364.7
47,2014,FALSE,71.73
47,2015,FALSE,93.89
47,2016,FALSE,115.83
47,2017,FALSE,134.83
47,2018,FALSE,251.3
47,2019,FALSE,273.5
47,2020,FALSE,436.56
47,2021,FALSE,449.95
47,2022,FALSE,420.81
47,2023,FALSE,399.6
48,2014,FALSE,91.25
48,2015,FALSE,89.67
48,2016,FALSE,118.22
48,2017,FALSE,127.04
48,2018,FALSE,221.34
48,2019,FALSE,222.8
48,2020,FALSE,402.55
48,2021,FALSE,394.08
48,2022,FALSE,397.22
48,2023,FALSE,422.47
50,2014,FALSE,128.47
50,2015,FALSE,128.99
50,2016,FALSE,150.28
50,2017,FALSE,196.12
50,2018,FALSE,244.87
50,2019,FALSE,239.15
50,2020,FALSE,428.57
50,2021,FALSE,516.93
50,2022,FALSE,395.03
50,2023,FALSE,317.76
51,2014,FALSE,119.12
51,2015,FALSE,147.94
51,2016,FALSE,180.86
51,2017,FALSE,202.84
51,2018,FALSE,282.53
51,2019,FALSE,354.9
51,2020,FALSE,402.63
51,2021,FALSE,477.7
51,2022,FALSE,403.88
51,2023,FALSE,424.46
52,2014,FALSE,104.04
52,2015,FALSE,136.18
52,2016,FALSE,113.21
52,2017,FALSE,159.42
52,2018,FALSE,252.79
52,2019,FALSE,263.5
52,2020,FALSE,364.19
52,2021,FALSE,437.57
52,2022,FALSE,304.94
52,2023,FALSE,363.2
53,2014,FALSE,150.22
53,2015,FALSE,144.44
53,2016,FALSE,158.71
53,2017,FALSE,202.3
53,2018,FALSE,248.8
53,2019,FALSE,273.19
53,2020,FALSE,398.6
53,2021,FALSE,428.35
53,2022,FALSE,271.94
53,2023,FALSE,343.38
54,2014,FALSE,245.25
54,2015,FALSE,252.53
54,2016,FALSE,245.16
54,2017,FALSE,265.65
54,2018,FALSE,324.93
54,2019,FALSE,375.06
54,2020,FALSE,500.29
54,2021,FALSE,431.57
54,2022,FALSE,495.3
54,2023,FALSE,409.86
55,2014,FALSE,79.32
55,2015,FALSE,99.69
55,2016,FALSE,93.34
55,2017,FALSE,146.3
55,2018,FALSE,248.32
55,2019,FALSE,292.08
55,2020,FALSE,409.15
55,2021,FALSE,426.29
55,2022,FALSE,411.53
55,2023,FALSE,355.09
56,2014,FALSE,114.68
56,2015,FALSE,135.88
56,2016,FALSE,118.76
56,2017,FALSE,201.09
56,2018,FALSE,275.52
56,2019,FALSE,334.41
56,2020,FALSE,409.71
56,2021,FALSE,478.97
56,2022,FALSE,358.24
56,2023,FALSE,439.98
57,2014,FALSE,86.07
57,2015,FALSE,98.3
57,2016,FALSE,133.64
57,2017,FALSE,144.86
57,2018,FALSE,177.8
57,2019,FALSE,257.36
57,2020,FALSE,415.21
57,2021,FALSE,427.49
57,2022,FALSE,300.21
57,2023,FALSE,334.87
59,2014,FALSE,110.36
59,2015,FALSE,91.5
59,2016,FALSE,97.49
59,2017,FALSE,140.37
59,2018,FALSE,201.5
59,2019,FALSE,285.1
59,2020,FALSE,286.61
59,2021,FALSE,445.72
59,2022,FALSE,319.86
59,2023,FALSE,324.37
60,2014,FALSE,149.49
60,2015,FALSE,131.49
60,2016,FALSE,175.78
60,2017,FALSE,191.44
60,2018,FALSE,267.54
60,2019,FALSE,320.17
60,2020,FALSE,423.21
60,2021,FALSE,423.63
60,2022,FALSE,306.1
60,2023,FALSE,407.19
61,2014,FALSE,104.81
61,2015,FALSE,106.17
61,2016,FALSE,125.11
61,2017,FALSE,118.44
61,2018,FALSE,167.26
61,2019,FALSE,307.16
61,2020,FALSE,421.83
61,2021,FALSE,388.76
61,2022,FALSE,393.35
61,2023,FALSE,323.8
62,2014,FALSE,100.21
62,2015,FALSE,113.79
62,2016,FALSE,137.34
62,2017,FALSE,180.16
62,2018,FALSE,246.44
62,2019,FALSE,270.42
62,2020,FALSE,370.46
62,2021,FALSE,473.47
62,2022,FALSE,293.07
62,2023,FALSE,352.99
63,2014,FALSE,86.99
63,2015,FALSE,104.52
63,2016,FALSE,104.41
63,2017,FALSE,117.17
63,2018,FALSE,203.32
63,2019,FALSE,187.1
63,2020,FALSE,349.07
63,2021,FALSE,442.99
63,2022,FALSE,373.1
63,2023,FALSE,390.45
64,2014,FALSE,94.01
64,2015,FALSE,111.46
64,2016,FALSE,120.58
64,2017,FALSE,124.18
64,2018,FALSE,167.01
64,2019,FALSE,283.98
64,2020,FALSE,370.62
64,2021,FALSE,428.87
64,2022,FALSE,342.7
64,2023,FALSE,307.76
65,2014,FALSE,80.86
65,2015,FALSE,114.27
65,2016,FALSE,140.61
65,2017,FALSE,171.28
65,2018,FALSE,213.72
65,2019,FALSE,229.25
65,2020,FALSE,393.57
65,2021,FALSE,403.25
65,2022,FALSE,328.84
65,2023,FALSE,308.72
66,2014,FALSE,118.97
66,2015,FALSE,146.77
66,2016,FALSE,132.39
66,2017,FALSE,151.77
66,2018,FALSE,170.09
66,2019,FALSE,339.85
66,2020,FALSE,391.44
66,2021,FALSE,345.39
66,2022,FALSE,334.42
66,2023,FALSE,298.36
67,2014,FALSE,181.26
67,2015,FALSE,197.93
67,2016,FALSE,217.63
67,2017,FALSE,200.6
67,2018,FALSE,285.5
67,2019,FALSE,377.68
67,2020,FALSE,411.08
67,2021,FALSE,418.5
67,2022,FALSE,402.73
67,2023,FALSE,373.42
68,2014,FALSE,100.57
68,2015,FALSE,108.34
68,2016,FALSE,160.18
68,2017,FALSE,147.78
68,2018,FALSE,291.25
68,2019,FALSE,284.64
68,2020,FALSE,485.98
68,2021,FALSE,520.15
68,2022,FALSE,386.24
68,2023,FALSE,414.93
69,2014,FALSE,167.14
69,2015,FALSE,229.78
69,2016,FALSE,194.91
69,2017,FALSE,267.01
69,2018,FALSE,323.37
69,2019,FALSE,405.02
69,2020,FALSE,454.2
69,2021,FALSE,560.52
69,2022,FALSE,432.14
69,2023,FALSE,428.41
70,2014,FALSE,317.99
70,2015,FALSE,344.78
70,2016,FALSE,291.73
70,2017,FALSE,373.14
70,2018,FALSE,369.45
70,2019,FALSE,473.05
70,2020,FALSE,560.13
70,2021,FALSE,581.12
70,2022,FALSE,509.48
70,2023,FALSE,490.54
71,2014,FALSE,82.85
71,2015,FALSE,102.67
71,2016,FALSE,109.63
71,2017,FALSE,177.6
71,2018,FALSE,205.21
71,2019,FALSE,323.39
71,2020,FALSE,386.73
71,2021,FALSE,432.47
71,2022,FALSE,369.43
71,2023,FALSE,366.85
72,2014,FALSE,65.62
72,2015,FALSE,76.46
72,2016,FALSE,113.3
72,2017,FALSE,155.19
72,2018,FALSE,199.97
72,2019,FALSE,288.81
72,2020,FALSE,362.22
72,2021,FALSE,412.56
72,2022,FALSE,379.1
72,2023,FALSE,351.86
74,2014,FALSE,81.21
74,2015,FALSE,92.83
74,2016,FALSE,99.62
74,2017,FALSE,113.43
74,2018,FALSE,209.25
74,2019,FALSE,257.83
74,2020,FALSE,382.52
74,2021,FALSE,363.77
74,2022,FALSE,381.67
74,2023,FALSE,358.68
75,2014,FALSE,109.46
75,2015,FALSE,119.29
75,2016,FALSE,140.15
75,2017,FALSE,148.39
75,2018,FALSE,209.57
75,2019,FALSE,282.09
75,2020,FALSE,328.04
75,2021,FALSE,486.1
75,2022,FALSE,265.75
75,2023,FALSE,351.45
76,2014,FALSE,177.21
76,2015,FALSE,209.15
76,2016,FALSE,238.53
76,2017,FALSE,280.07
76,2018,FALSE,363.93
76,2019,FALSE,369.75
76,2020,FALSE,449.42
76,2021,FALSE,523.03
76,2022,FALSE,493.99
76,2023,FALSE,458.4
78,2014,FALSE,78.59
78,2015,FALSE,79.81
78,2016,FALSE,110.05
78,2017,FALSE,152.28
78,2018,FALSE,201
78,2019,FALSE,253.9
78,2020,FALSE,381.73
78,2021,FALSE,423.97
78,2022,FALSE,333.67
78,2023,FALSE,318.9
79,2014,FALSE,138.22
79,2015,FALSE,147.65
79,2016,FALSE,186.97
79,2017,FALSE,203.06
79,2018,FALSE,277.64
79,2019,FALSE,290.61
79,2020,FALSE,351.32
79,2021,FALSE,408.25
79,2022,FALSE,354.18
79,2023,FALSE,334.89
80,2014,FALSE,126.68
80,2015,FALSE,137.44
80,2016,FALSE,148.33
80,2017,FALSE,171.21
80,2018,FALSE,234.5
80,2019,FALSE,286.17
80,2020,FALSE,419.93
80,2021,FALSE,416.07
80,2022,FALSE,314.78
80,2023,FALSE,324.88
81,2014,FALSE,119.32
81,2015,FALSE,119.72
81,2016,FALSE,181.79
81,2017,FALSE,189.85
81,2018,FALSE,285.53
81,2019,FALSE,353.11
81,2020,FALSE,402.95
81,2021,FALSE,441.42
81,2022,FALSE,361.83
81,2023,FALSE,360.67
82,2014,FALSE,158.48
82,2015,FALSE,164.8
82,2016,FALSE,173.15
82,2017,FALSE,210.27
82,2018,FALSE,257.36
82,2019,FALSE,343.38
82,2020,FALSE,408.3
82,2021,FALSE,429.14
82,2022,FALSE,357.96
82,2023,FALSE,329.08
83,2014,FALSE,81.06
83,2015,FALSE,102.71
83,2016,FALSE,129.05
83,2017,FALSE,151.85
83,2018,FALSE,216.85
83,2019,FALSE,302.14
83,2020,FALSE,390.07
83,2021,FALSE,425.15
83,2022,FALSE,367.21
83,2023,FALSE,307.03
84,2014,TRUE,68.77
84,2015,TRUE,87.39
84,2016,TRUE,128.12
84,2017,TRUE,132.57
84,2018,TRUE,268.81
84,2019,TRUE,315.06
84,2020,TRUE,454.83
84,2021,TRUE,513.03
84,2022,TRUE,464.52
84,2023,TRUE,470.15
85,2014,FALSE,105.67
85,2015,FALSE,122.18
85,2016,FALSE,142.06
85,2017,FALSE,165.57
85,2018,FALSE,232.67
85,2019,FALSE,263.78
85,2020,FALSE,348.98
85,2021,FALSE,481.96
85,2022,FALSE,363.37
85,2023,FALSE,347.52
86,2014,FALSE,92.13
86,2015,FALSE,117.11
86,2016,FALSE,144.47
86,2017,FALSE,183.05
86,2018,FALSE,251.8
86,2019,FALSE,327.07
86,2020,FALSE,521.35
86,2021,FALSE,496.02
86,2022,FALSE,313.52
86,2023,FALSE,410.55
87,2014,FALSE,228.64
87,2015,FALSE,221.62
87,2016,FALSE,231.34
87,2017,FALSE,252.06
87,2018,FALSE,370.52
87,2019,FALSE,393.2
87,2020,FALSE,462.16
87,2021,FALSE,558.15
87,2022,FALSE,403.76
87,2023,FALSE,363.59
88,2014,FALSE,91.91
88,2015,FALSE,104.25
88,2016,FALSE,131.8
88,2017,FALSE,202.67
88,2018,FALSE,231.12
88,2019,FALSE,297.01
88,2020,FALSE,467.92
88,2021,FALSE,515.81
88,2022,FALSE,318.15
88,2023,FALSE,394.57
89,2014,FALSE,93.15
89,2015,FALSE,133.21
89,2016,FALSE,146.55
89,2017,FALSE,159.81
89,2018,FALSE,255.99
89,2019,FALSE,299.97
89,2020,FALSE,357.08
89,2021,FALSE,413.1
89,2022,FALSE,298.16
89,2023,FALSE,384.86
90,2014,FALSE,113.21
90,2015,FALSE,138.59
90,2016,FALSE,187.74
90,2017,FALSE,229.6
90,2018,FALSE,305.95
90,2019,FALSE,372.7
90,2020,FALSE,529.37
90,2021,FALSE,516.97
90,2022,FALSE,472.26
90,2023,FALSE,467.49
91,2014,FALSE,174.81
91,2015,FALSE,176.77
91,2016,FALSE,182.75
91,2017,FALSE,234.11
91,2018,FALSE,317.63
91,2019,FALSE,370.39
91,2020,FALSE,456.26
91,2021,FALSE,546.66
91,2022,FALSE,412.42
91,2023,FALSE,444.59
92,2014,FALSE,74.66
92,2015,FALSE,95.7
92,2016,FALSE,100.09
92,2017,FALSE,165.53
92,2018,FALSE,220.53
92,2019,FALSE,277.92
92,2020,FALSE,441.38
92,2021,FALSE,496.32
92,2022,FALSE,395.4
92,2023,FALSE,426.84
93,2014,FALSE,89.51
93,2015,FALSE,131.03
93,2016,FALSE,158.2
93,2017,FALSE,169.2
93,2018,FALSE,265.33
93,2019,FALSE,303.93
93,2020,FALSE,428.69
93,2021,FALSE,405.47
93,2022,FALSE,366.7
93,2023,FALSE,383.37
94,2014,FALSE,82.11
94,2015,FALSE,84.64
94,2016,FALSE,95.48
94,2017,FALSE,157.72
94,2018,FALSE,210.22
94,2019,FALSE,316.91
94,2020,FALSE,396.63
94,2021,FALSE,412.8
94,2022,FALSE,329.26
94,2023,FALSE,372.44
95,2014,FALSE,181.23
95,2015,FALSE,168.18
95,2016,FALSE,213.01
95,2017,FALSE,229.52
95,2018,FALSE,273.56
95,2019,FALSE,297.96
95,2020,FALSE,424.51
95,2021,FALSE,401.55
95,2022,FALSE,358.1
95,2023,FALSE,401.4
96,2014,FALSE,70.09
96,2015,FALSE,89.03
96,2016,FALSE,111.81
96,2017,FALSE,145.98
96,2018,FALSE,223.13
96,2019,FALSE,266.95
96,2020,FALSE,354.61
96,2021,FALSE,463.53
96,2022,FALSE,393.72
96,2023,FALSE,363.38
97,2014,FALSE,355.12
97,2015,FALSE,335.67
97,2016,FALSE,410.44
97,2017,FALSE,422.18
97,2018,FALSE,531.32
97,2019,FALSE,531.04
97,2020,FALSE,587.14
97,2021,FALSE,755.35
97,2022,FALSE,563.05
97,2023,FALSE,592.63
98,2014,FALSE,108.19
98,2015,FALSE,90.59
98,2016,FALSE,97.92
98,2017,FALSE,149.08
98,2018,FALSE,178.54
98,2019,FALSE,233.03
98,2020,FALSE,401.97
98,2021,FALSE,406.08
98,2022,FALSE,334.29
98,2023,FALSE,240.7
99,2014,FALSE,100.81
99,2015,FALSE,102.58
99,2016,FALSE,82.83
99,2017,FALSE,126.08
99,2018,FALSE,201.96
99,2019,FALSE,206.82
99,2020,FALSE,335.22
99,2021,FALSE,419.9
99,2022,FALSE,341.27
99,2023,FALSE,367.01
100,2014,FALSE,81.29
100,2015,FALSE,87.55
100,2016,FALSE,125.29
100,2017,FALSE,133.37
100,2018,FALSE,177.63
100,2019,FALSE,237.07
100,2020,FALSE,372.13
100,2021,FALSE,395.2
100,2022,FALSE,312.7
100,2023,FALSE,382.9
101,2014,FALSE,81.63
101,2015,FALSE,94.1
101,2016,FALSE,95.94
101,2017,FALSE,136.02
101,2018,FALSE,180.82
101,2019,FALSE,286.18
101,2020,FALSE,418.25
101,2021,FALSE,485.86
101,2022,FALSE,356.6
101,2023,FALSE,323.94
102,2014,FALSE,88.64
102,2015,FALSE,123
102,2016,FALSE,138.17
102,2017,FALSE,173.14
102,2018,FALSE,255.77
102,2019,FALSE,316.73
102,2020,FALSE,433.92
102,2021,FALSE,475.94
102,2022,FALSE,352.52
102,2023,FALSE,434.8
103,2014,FALSE,115.02
103,2015,FALSE,121.81
103,2016,FALSE,145.35
103,2017,FALSE,141.55
103,2018,FALSE,191.34
103,2019,FALSE,249.48
103,2020,FALSE,352.83
103,2021,FALSE,327.43
103,2022,FALSE,328.23
103,2023,FALSE,273.42
104,2014,FALSE,86.6
104,2015,FALSE,77.72
104,2016,FALSE,130.98
104,2017,FALSE,153.9
104,2018,FALSE,240.67
104,2019,FALSE,324.16
104,2020,FALSE,475.74
104,2021,FALSE,444.48
104,2022,FALSE,363.93
104,2023,FALSE,374.77
105,2014,FALSE,113.35
105,2015,FALSE,123.27
105,2016,FALSE,145.64
105,2017,FALSE,172.42
105,2018,FALSE,207.37
105,2019,FALSE,229.94
105,2020,FALSE,425.09
105,2021,FALSE,424.5
105,2022,FALSE,321.17
105,2023,FALSE,301.06
106,2014,FALSE,120.45
106,2015,FALSE,108.46
106,2016,FALSE,122.47
106,2017,FALSE,115.15
106,2018,FALSE,223.33
106,2019,FALSE,316.91
106,2020,FALSE,367.94
106,2021,FALSE,381.5
106,2022,FALSE,342.9
106,2023,FALSE,389.76
107,2014,FALSE,109.01
107,2015,FALSE,107.27
107,2016,FALSE,124.66
107,2017,FALSE,129.45
107,2018,FALSE,195.83
107,2019,FALSE,251.7
107,2020,FALSE,423.95
107,2021,FALSE,432.64
107,2022,FALSE,323.84
107,2023,FALSE,331.34
108,2014,FALSE,92.01
108,2015,FALSE,87.43
108,2016,FALSE,100.59
108,2017,FALSE,120.64
108,2018,FALSE,215.48
108,2019,FALSE,302.27
108,2020,FALSE,406.91
108,2021,FALSE,419.25
108,2022,FALSE,379.91
108,2023,FALSE,373.55
109,2014,FALSE,48.8
109,2015,FALSE,94.29
109,2016,FALSE,105.95
109,2017,FALSE,113.43
109,2018,FALSE,277.17
109,2019,FALSE,283.01
109,2020,FALSE,378.1
109,2021,FALSE,470.08
109,2022,FALSE,420.3
109,2023,FALSE,362.19
110,2014,FALSE,192.62
110,2015,FALSE,219.11
110,2016,FALSE,224.78
110,2017,FALSE,257.83
110,2018,FALSE,313
110,2019,FALSE,341.29
110,2020,FALSE,435.38
110,2021,FALSE,554.42
110,2022,FALSE,422.02
110,2023,FALSE,454.16
111,2014,FALSE,133.89
111,2015,FALSE,121.95
111,2016,FALSE,141.25
111,2017,FALSE,182.44
111,2018,FALSE,220.46
111,2019,FALSE,281.45
111,2020,FALSE,366.96
111,2021,FALSE,441.89
111,2022,FALSE,341.68
111,2023,FALSE,321.43
112,2014,FALSE,172.4
112,2015,FALSE,178.26
112,2016,FALSE,194.69
112,2017,FALSE,179.11
112,2018,FALSE,265.18
112,2019,FALSE,338.13
112,2020,FALSE,439.32
112,2021,FALSE,472.72
112,2022,FALSE,407.33
112,2023,FALSE,353.09
113,2014,FALSE,80.91
113,2015,FALSE,75.06
113,2016,FALSE,126.08
113,2017,FALSE,137.19
113,2018,FALSE,220.07
113,2019,FALSE,292.59
113,2020,FALSE,377.42
113,2021,FALSE,411.4
113,2022,FALSE,277.27
113,2023,FALSE,357.75
114,2014,FALSE,124.88
114,2015,FALSE,134.87
114,2016,FALSE,174.51
114,2017,FALSE,202.26
114,2018,FALSE,247.65
114,2019,FALSE,282.81
114,2020,FALSE,394.94
114,2021,FALSE,448.74
