home,calls,tenure,age,parent
0,5.7,2,33,0
1,5.9,2,33,0
1,5.9,2,33,0
1,5.4,1,46,1
1,5.4,1,46,1
1,5.4,1,46,1
1,5.4,1,46,1
0,5.5,1,46,1
1,5.4,1,46,1
1,5.4,1,46,1
1,5.4,1,46,1
0,5.5,1,46,1
1,5.4,1,46,1
1,5.4,1,46,1
0,5.5,1,46,1
1,5.4,1,46,1
1,5.4,1,46,1
1,5.4,1,46,1
0,5.5,1,46,1
1,5.4,1,46,1
0,5.5,1,46,1
0,5.5,1,46,1
1,5.4,1,46,1
1,5.4,1,46,1
1,5.4,1,46,1
1,5.4,1,46,1
1,5.4,1,46,1
1,5.4,1,46,1
1,5.4,1,46,1
1,5.4,1,46,1
1,5.4,1,46,1
1,5.4,1,46,1
1,5.4,1,46,1
0,4.3,0,44,0
0,4.3,0,44,0
0,4.3,0,44,0
1,4.2,0,44,0
1,4.2,0,44,0
1,4.2,0,44,0
1,4.2,0,44,0
1,4.2,0,44,0
0,4.3,0,44,0
1,4.2,0,44,0
1,4.2,0,44,0
1,4.2,0,44,0
0,4.3,0,44,0
1,4.2,0,44,0
0,4.3,0,44,0
1,4.2,0,44,0
1,4.2,0,44,0
1,4.2,0,44,0
1,4.2,0,44,0
1,4.2,0,44,0
1,4.2,0,44,0
0,4.3,0,44,0
1,4.2,0,44,0
1,4.2,0,44,0
0,4.3,0,44,0
1,4.2,0,44,0
1,4.2,0,44,0
1,4.2,0,44,0
1,4.2,0,44,0
0,4.3,0,44,0
0,5.7,3,31,0
1,6,3,31,0
0,5.7,3,31,0
1,6,3,31,0
0,5.7,3,31,0
1,6,3,31,0
0,5.7,3,31,0
1,6,3,31,0
1,6,3,31,0
1,6,3,31,0
0,5.7,3,31,0
1,6,3,31,0
1,6,3,31,0
0,5.7,3,31,0
1,6,3,31,0
0,5.7,3,31,0
1,6,3,31,0
1,6,3,31,0
1,6,3,31,0
1,6,3,31,0
0,5.7,3,31,0
0,5.7,3,31,0
0,5.7,3,31,0
1,6,3,31,0
1,6,3,31,0
1,6,3,31,0
0,5.7,3,31,0
1,6,3,31,0
1,6,3,31,0
1,6,3,31,0
1,4.6,0,33,0
1,4.6,0,33,0
1,4.6,0,33,0
0,4.7,0,33,0
1,4.6,0,33,0
1,4.6,0,33,0
0,4.7,0,33,0
0,4.7,0,33,0
0,4.7,0,33,0
1,4.6,0,33,0
0,4.7,0,33,0
0,4.7,0,33,0
1,4.6,0,33,0
1,4.6,0,33,0
0,4.7,0,33,0
0,4.7,0,33,0
1,4.6,0,33,0
1,4.6,0,33,0
1,4.6,0,33,0
1,4.6,0,33,0
1,4.6,0,33,0
1,4.6,0,33,0
0,4.7,0,33,0
1,4.6,0,33,0
1,4.6,0,33,0
1,4.6,0,33,0
1,4.6,0,33,0
0,4.7,0,33,0
1,4.6,0,33,0
0,4.7,0,33,0
1,4.6,0,27,0
0,4.7,0,27,0
1,4.6,0,27,0
1,4.6,0,27,0
0,4.7,0,27,0
1,4.6,0,27,0
1,4.6,0,27,0
1,4.6,0,27,0
1,4.6,0,27,0
1,4.6,0,27,0
0,4.7,0,27,0
1,4.6,0,27,0
1,4.6,0,27,0
1,4.6,0,27,0
1,4.6,0,27,0
0,4.7,0,27,0
1,4.6,0,27,0
1,4.6,0,27,0
1,4.6,0,27,0
1,4.6,0,27,0
1,4.6,0,27,0
1,4.6,0,27,0
1,4.6,0,27,0
1,4.6,0,27,0
1,4.6,0,27,0
0,4.7,0,27,0
1,4.6,0,27,0
1,4.6,0,27,0
1,4.6,0,27,0
1,4.6,0,27,0
0,6,1,33,1
1,5.9,1,33,1
1,5.9,1,33,1
1,5.9,1,33,1
1,5.9,1,33,1
1,5.9,1,33,1
1,5.9,1,33,1
0,6,1,33,1
0,6,1,33,1
1,5.9,1,33,1
1,5.9,1,33,1
1,5.9,1,33,1
1,5.9,1,33,1
0,6,1,33,1
1,5.9,1,33,1
0,6,1,33,1
0,6,1,33,1
1,5.9,1,33,1
1,5.9,1,33,1
1,5.9,1,33,1
1,5.9,1,33,1
1,5.9,1,33,1
1,5.9,1,33,1
1,5.9,1,33,1
1,5.9,1,33,1
1,5.9,1,33,1
1,5.9,1,33,1
1,5.9,1,33,1
1,5.9,1,33,1
1,5.9,1,33,1
0,5.8,3,31,0
1,6.1,3,31,0
0,5.8,3,31,0
1,6.1,3,31,0
0,5.8,3,31,0
1,6.1,3,31,0
0,5.8,3,31,0
0,5.8,3,31,0
1,6.1,3,31,0
1,6.1,3,31,0
1,6.1,3,31,0
1,6.1,3,31,0
1,6.1,3,31,0
0,5.8,3,31,0
0,5.8,3,31,0
1,6.1,3,31,0
0,5.8,3,31,0
1,6.1,3,31,0
0,5.8,3,31,0
1,6.1,3,31,0
1,6.1,3,31,0
1,6.1,3,31,0
1,6.1,3,31,0
0,5.8,3,31,0
1,6.1,3,31,0
0,5.8,3,31,0
0,5.8,3,31,0
0,5.8,3,31,0
0,5.8,3,31,0
1,6.1,3,31,0
1,6.4,3,26,0
1,6.4,3,26,0
1,6.4,3,26,0
1,6.4,3,26,0
1,6.4,3,26,0
0,6.2,3,26,0
1,6.4,3,26,0
0,6.2,3,26,0
1,6.4,3,26,0
1,6.4,3,26,0
1,6.4,3,26,0
1,6.4,3,26,0
1,6.4,3,26,0
1,6.4,3,26,0
0,6.2,3,26,0
1,6.4,3,26,0
1,6.4,3,26,0
1,6.4,3,26,0
1,6.4,3,26,0
1,6.4,3,26,0
0,6.2,3,26,0
1,6.4,3,26,0
0,6.2,3,26,0
0,6.2,3,26,0
1,6.4,3,26,0
1,6.4,3,26,0
1,6.4,3,26,0
1,6.4,3,26,0
1,6.4,3,26,0
1,6.4,3,26,0
0,6.1,2,23,0
0,6.1,2,23,0
1,6.2,2,23,0
0,6.1,2,23,0
1,6.2,2,23,0
1,6.2,2,23,0
1,6.2,2,23,0
0,6.1,2,23,0
1,6.2,2,23,0
1,6.2,2,23,0
1,6.2,2,23,0
1,6.2,2,23,0
0,6.1,2,23,0
1,6.2,2,23,0
0,6.1,2,23,0
0,6.1,2,23,0
1,6.2,2,23,0
1,6.2,2,23,0
1,6.2,2,23,0
1,6.2,2,23,0
0,6.1,2,23,0
1,6.2,2,23,0
0,6.1,2,23,0
0,6.1,2,23,0
1,6.2,2,23,0
0,6.1,2,23,0
0,6.1,2,23,0
1,6.2,2,23,0
1,6.2,2,23,0
1,6.2,2,23,0
1,5.9,1,25,0
1,5.9,1,25,0
1,5.9,1,25,0
1,5.9,1,25,0
0,5.8,1,25,0
1,5.9,1,25,0
1,5.9,1,25,0
1,5.9,1,25,0
0,5.8,1,25,0
1,5.9,1,25,0
0,5.8,1,25,0
0,5.8,1,25,0
1,5.9,1,25,0
1,5.9,1,25,0
1,5.9,1,25,0
0,5.8,1,25,0
1,5.9,1,25,0
0,5.8,1,25,0
1,5.9,1,25,0
1,5.9,1,25,0
1,5.9,1,25,0
1,5.9,1,25,0
1,5.9,1,25,0
0,5.8,1,25,0
1,5.9,1,25,0
1,5.9,1,25,0
1,5.9,1,25,0
1,5.9,1,25,0
1,5.9,1,25,0
1,5.9,1,25,0
0,6.3,5,48,1
1,6.5,5,48,1
0,6.3,5,48,1
1,6.5,5,48,1
0,6.3,5,48,1
1,6.5,5,48,1
1,6.5,5,48,1
1,6.5,5,48,1
0,6.3,5,48,1
1,6.5,5,48,1
1,6.5,5,48,1
1,6.5,5,48,1
0,6.3,5,48,1
0,6.3,5,48,1
1,6.5,5,48,1
0,6.3,5,48,1
0,6.3,5,48,1
0,6.3,5,48,1
1,6.5,5,48,1
1,6.5,5,48,1
0,6.3,5,48,1
0,6.3,5,48,1
1,6.5,5,48,1
1,6.5,5,48,1
0,6.3,5,48,1
1,6.5,5,48,1
0,6.3,5,48,1
0,6.3,5,48,1
1,6.5,5,48,1
1,6.5,5,48,1
1,5.2,1,34,1
1,5.2,1,34,1
1,5.2,1,34,1
1,5.2,1,34,1
1,5.2,1,34,1
1,5.2,1,34,1
1,5.2,1,34,1
1,5.2,1,34,1
1,5.2,1,34,1
1,5.2,1,34,1
1,5.2,1,34,1
0,5.3,1,34,1
1,5.2,1,34,1
0,5.3,1,34,1
1,5.2,1,34,1
0,5.3,1,34,1
1,5.2,1,34,1
1,5.2,1,34,1
1,5.2,1,34,1
1,5.2,1,34,1
1,5.2,1,34,1
1,5.2,1,34,1
1,5.2,1,34,1
1,5.2,1,34,1
1,5.2,1,34,1
1,5.2,1,34,1
0,5.3,1,34,1
1,5.2,1,34,1
1,5.2,1,34,1
1,5.2,1,34,1
0,5.8,2,39,1
1,5.7,2,39,1
1,5.7,2,39,1
1,5.7,2,39,1
1,5.7,2,39,1
0,5.8,2,39,1
1,5.7,2,39,1
0,5.8,2,39,1
1,5.7,2,39,1
0,5.8,2,39,1
1,5.7,2,39,1
0,5.8,2,39,1
1,5.7,2,39,1
1,5.7,2,39,1
1,5.7,2,39,1
1,5.7,2,39,1
1,5.7,2,39,1
1,5.7,2,39,1
1,5.7,2,39,1
1,5.7,2,39,1
0,5.8,2,39,1
1,5.7,2,39,1
0,5.8,2,39,1
1,5.7,2,39,1
1,5.7,2,39,1
1,5.7,2,39,1
1,5.7,2,39,1
1,5.7,2,39,1
1,5.7,2,39,1
1,5.7,2,39,1
0,5.8,1,35,0
1,5.9,1,35,0
1,5.9,1,35,0
1,5.9,1,35,0
0,5.8,1,35,0
1,5.9,1,35,0
0,5.8,1,35,0
1,5.9,1,35,0
1,5.9,1,35,0
1,5.9,1,35,0
1,5.9,1,35,0
1,5.9,1,35,0
1,5.9,1,35,0
0,5.8,1,35,0
0,5.8,1,35,0
1,5.9,1,35,0
1,5.9,1,35,0
1,5.9,1,35,0
1,5.9,1,35,0
1,5.9,1,35,0
1,5.9,1,35,0
1,5.9,1,35,0
0,5.8,1,35,0
1,5.9,1,35,0
1,5.9,1,35,0
0,5.8,1,35,0
0,5.8,1,35,0
0,5.8,1,35,0
0,5.8,1,35,0
1,5.9,1,35,0
0,5.6,1,25,0
1,5.7,1,25,0
1,5.7,1,25,0
1,5.7,1,25,0
1,5.7,1,25,0
1,5.7,1,25,0
0,5.6,1,25,0
0,5.6,1,25,0
0,5.6,1,25,0
1,5.7,1,25,0
1,5.7,1,25,0
1,5.7,1,25,0
0,5.6,1,25,0
1,5.7,1,25,0
1,5.7,1,25,0
1,5.7,1,25,0
0,5.6,1,25,0
1,5.7,1,25,0
1,5.7,1,25,0
0,5.6,1,25,0
0,5.6,1,25,0
1,5.7,1,25,0
1,5.7,1,25,0
1,5.7,1,25,0
1,5.7,1,25,0
1,5.7,1,25,0
1,5.7,1,25,0
1,5.7,1,25,0
1,5.7,1,25,0
1,5.7,1,25,0
1,4.2,0,34,0
1,4.2,0,34,0
1,4.2,0,34,0
0,4.3,0,34,0
0,4.3,0,34,0
1,4.2,0,34,0
0,4.3,0,34,0
1,4.2,0,34,0
1,4.2,0,34,0
1,4.2,0,34,0
1,4.2,0,34,0
1,4.2,0,34,0
1,4.2,0,34,0
1,4.2,0,34,0
1,4.2,0,34,0
1,4.2,0,34,0
1,4.2,0,34,0
1,4.2,0,34,0
1,4.2,0,34,0
0,4.3,0,34,0
1,4.2,0,34,0
0,4.3,0,34,0
1,4.2,0,34,0
0,4.3,0,34,0
1,4.2,0,34,0
1,4.2,0,34,0
0,4.3,0,34,0
1,4.2,0,34,0
0,4.3,0,34,0
1,4.2,0,34,0
1,4.8,0,42,0
0,4.9,0,42,0
1,4.8,0,42,0
1,4.8,0,42,0
1,4.8,0,42,0
1,4.8,0,42,0
0,4.9,0,42,0
1,4.8,0,42,0
0,4.9,0,42,0
0,4.9,0,42,0
0,4.9,0,42,0
0,4.9,0,42,0
0,4.9,0,42,0
1,4.8,0,42,0
1,4.8,0,42,0
1,4.8,0,42,0
1,4.8,0,42,0
1,4.8,0,42,0
0,4.9,0,42,0
0,4.9,0,42,0
1,4.8,0,42,0
1,4.8,0,42,0
1,4.8,0,42,0
1,4.8,0,42,0
0,4.9,0,42,0
1,4.8,0,42,0
1,4.8,0,42,0
1,4.8,0,42,0
0,4.9,0,42,0
1,4.8,0,42,0
1,6.4,3,37,0
1,6.4,3,37,0
0,6.1,3,37,0
0,6.1,3,37,0
0,6.1,3,37,0
0,6.1,3,37,0
1,6.4,3,37,0
1,6.4,3,37,0
0,6.1,3,37,0
0,6.1,3,37,0
0,6.1,3,37,0
0,6.1,3,37,0
1,6.4,3,37,0
1,6.4,3,37,0
1,6.4,3,37,0
1,6.4,3,37,0
0,6.1,3,37,0
0,6.1,3,37,0
0,6.1,3,37,0
0,6.1,3,37,0
1,6.4,3,37,0
0,6.1,3,37,0
0,6.1,3,37,0
0,6.1,3,37,0
0,6.1,3,37,0
0,6.1,3,37,0
1,6.4,3,37,0
0,6.1,3,37,0
0,6.1,3,37,0
1,6.4,3,37,0
0,6,3,37,1
1,6.1,3,37,1
1,6.1,3,37,1
0,6,3,37,1
1,6.1,3,37,1
1,6.1,3,37,1
1,6.1,3,37,1
1,6.1,3,37,1
1,6.1,3,37,1
1,6.1,3,37,1
0,6,3,37,1
1,6.1,3,37,1
0,6,3,37,1
1,6.1,3,37,1
0,6,3,37,1
1,6.1,3,37,1
0,6,3,37,1
0,6,3,37,1
0,6,3,37,1
0,6,3,37,1
1,6.1,3,37,1
0,6,3,37,1
1,6.1,3,37,1
1,6.1,3,37,1
1,6.1,3,37,1
1,6.1,3,37,1
1,6.1,3,37,1
1,6.1,3,37,1
1,6.1,3,37,1
1,6.1,3,37,1
1,6,2,32,0
1,6,2,32,0
1,6,2,32,0
1,6,2,32,0
0,5.8,2,32,0
1,6,2,32,0
1,6,2,32,0
0,5.8,2,32,0
1,6,2,32,0
1,6,2,32,0
1,6,2,32,0
0,5.8,2,32,0
0,5.8,2,32,0
1,6,2,32,0
1,6,2,32,0
1,6,2,32,0
0,5.8,2,32,0
0,5.8,2,32,0
1,6,2,32,0
1,6,2,32,0
0,5.8,2,32,0
0,5.8,2,32,0
1,6,2,32,0
1,6,2,32,0
1,6,2,32,0
0,5.8,2,32,0
1,6,2,32,0
0,5.8,2,32,0
1,6,2,32,0
1,6,2,32,0
1,5.9,2,39,0
0,5.7,2,39,0
0,5.7,2,39,0
1,5.9,2,39,0
1,5.9,2,39,0
0,5.7,2,39,0
1,5.9,2,39,0
0,5.7,2,39,0
0,5.7,2,39,0
1,5.9,2,39,0
1,5.9,2,39,0
1,5.9,2,39,0
1,5.9,2,39,0
0,5.7,2,39,0
1,5.9,2,39,0
0,5.7,2,39,0
0,5.7,2,39,0
1,5.9,2,39,0
1,5.9,2,39,0
0,5.7,2,39,0
1,5.9,2,39,0
1,5.9,2,39,0
1,5.9,2,39,0
1,5.9,2,39,0
0,5.7,2,39,0
1,5.9,2,39,0
0,5.7,2,39,0
1,5.9,2,39,0
1,5.9,2,39,0
1,5.9,2,39,0
1,4.4,0,41,1
1,4.4,0,41,1
1,4.4,0,41,1
1,4.4,0,41,1
1,4.4,0,41,1
1,4.4,0,41,1
1,4.4,0,41,1
1,4.4,0,41,1
0,4.7,0,41,1
1,4.4,0,41,1
1,4.4,0,41,1
1,4.4,0,41,1
1,4.4,0,41,1
1,4.4,0,41,1
0,4.7,0,41,1
1,4.4,0,41,1
1,4.4,0,41,1
1,4.4,0,41,1
0,4.7,0,41,1
1,4.4,0,41,1
1,4.4,0,41,1
1,4.4,0,41,1
1,4.4,0,41,1
1,4.4,0,41,1
1,4.4,0,41,1
0,4.7,0,41,1
1,4.4,0,41,1
1,4.4,0,41,1
1,4.4,0,41,1
1,4.4,0,41,1
1,5.2,1,42,1
1,5.2,1,42,1
0,5.3,1,42,1
1,5.2,1,42,1
1,5.2,1,42,1
1,5.2,1,42,1
1,5.2,1,42,1
1,5.2,1,42,1
1,5.2,1,42,1
1,5.2,1,42,1
0,5.3,1,42,1
1,5.2,1,42,1
0,5.3,1,42,1
1,5.2,1,42,1
1,5.2,1,42,1
0,5.3,1,42,1
0,5.3,1,42,1
1,5.2,1,42,1
1,5.2,1,42,1
1,5.2,1,42,1
0,5.3,1,42,1
0,5.3,1,42,1
0,5.3,1,42,1
1,5.2,1,42,1
1,5.2,1,42,1
1,5.2,1,42,1
1,5.2,1,42,1
1,5.2,1,42,1
0,5.3,1,42,1
1,5.2,1,42,1
1,6.1,2,29,0
1,6.1,2,29,0
1,6.1,2,29,0
1,6.1,2,29,0
1,6.1,2,29,0
1,6.1,2,29,0
1,6.1,2,29,0
1,6.1,2,29,0
1,6.1,2,29,0
0,5.9,2,29,0
1,6.1,2,29,0
1,6.1,2,29,0
1,6.1,2,29,0
0,5.9,2,29,0
1,6.1,2,29,0
1,6.1,2,29,0
1,6.1,2,29,0
1,6.1,2,29,0
1,6.1,2,29,0
0,5.9,2,29,0
1,6.1,2,29,0
1,6.1,2,29,0
0,5.9,2,29,0
0,5.9,2,29,0
1,6.1,2,29,0
1,6.1,2,29,0
0,5.9,2,29,0
0,5.9,2,29,0
0,5.9,2,29,0
0,5.9,2,29,0
1,4.4,0,28,0
1,4.4,0,28,0
1,4.4,0,28,0
1,4.4,0,28,0
1,4.4,0,28,0
0,4.5,0,28,0
1,4.4,0,28,0
1,4.4,0,28,0
1,4.4,0,28,0
1,4.4,0,28,0
1,4.4,0,28,0
1,4.4,0,28,0
1,4.4,0,28,0
0,4.5,0,28,0
1,4.4,0,28,0
1,4.4,0,28,0
1,4.4,0,28,0
1,4.4,0,28,0
1,4.4,0,28,0
1,4.4,0,28,0
1,4.4,0,28,0
1,4.4,0,28,0
1,4.4,0,28,0
1,4.4,0,28,0
1,4.4,0,28,0
0,4.5,0,28,0
0,4.5,0,28,0
0,4.5,0,28,0
1,4.4,0,28,0
1,4.4,0,28,0
0,5.6,1,24,0
1,5.7,1,24,0
0,5.6,1,24,0
1,5.7,1,24,0
1,5.7,1,24,0
1,5.7,1,24,0
0,5.6,1,24,0
0,5.6,1,24,0
1,5.7,1,24,0
1,5.7,1,24,0
1,5.7,1,24,0
1,5.7,1,24,0
1,5.7,1,24,0
0,5.6,1,24,0
1,5.7,1,24,0
1,5.7,1,24,0
1,5.7,1,24,0
1,5.7,1,24,0
1,5.7,1,24,0
1,5.7,1,24,0
0,5.6,1,24,0
1,5.7,1,24,0
1,5.7,1,24,0
1,5.7,1,24,0
1,5.7,1,24,0
1,5.7,1,24,0
1,5.7,1,24,0
1,5.7,1,24,0
1,5.7,1,24,0
1,5.7,1,24,0
1,4.6,0,36,1
1,4.6,0,36,1
1,4.6,0,36,1
1,4.6,0,36,1
1,4.6,0,36,1
1,4.6,0,36,1
1,4.6,0,36,1
