treat,age,education,black,hispanic,married,nodegree,re74,re78
1,31,4,1,0,0,1,8517.5888671875,7382.548828125
1,24,10,1,0,1,1,11703.2001953125,0
1,29,10,1,0,0,1,0,0
1,29,12,1,0,0,0,9748.38671875,10976.509765625
1,19,10,0,0,0,1,0,13829.6201171875
1,19,11,0,1,1,1,5424.48486328125,6788.462890625
1,31,9,1,0,0,1,10717.0302734375,9558.5009765625
1,22,10,1,0,1,1,1468.3480224609375,13228.2802734375
1,21,9,1,0,0,1,6416.47021484375,743.6666259765625
1,17,10,1,0,0,1,1291.468017578125,5522.7880859375
1,26,12,1,0,1,0,8408.76171875,1424.9439697265625
1,20,9,0,1,0,1,12260.7802734375,1358.6429443359375
1,19,10,1,0,0,1,4121.94921875,0
1,26,10,1,0,0,1,25929.6796875,672.8773193359375
1,28,11,1,0,0,1,1929.029052734375,0
1,22,12,0,1,1,0,492.2304992675781,10092.830078125
1,33,11,1,0,0,1,0,6281.43310546875
1,22,12,0,0,0,0,6759.994140625,12590.7099609375
1,29,10,0,1,0,1,0,5112.01416015625
1,33,12,1,0,1,0,20279.94921875,15952.599609375
1,25,14,1,0,1,0,35040.0703125,36646.94921875
1,35,9,1,0,1,1,13602.4296875,12803.9697265625
1,35,8,1,0,1,1,13732.0703125,3786.6279296875
1,33,11,1,0,1,1,14660.7099609375,4181.94189453125
0,47,12,0,0,0,0,0,0
0,50,12,1,0,1,0,0,0
0,44,12,0,0,0,0,0,0
0,28,12,1,0,1,0,0,0
0,54,12,0,0,1,0,0,0
0,55,12,0,1,1,0,0,0
0,47,12,0,0,1,0,0,0
0,25,12,1,0,0,0,0,0
0,44,12,0,0,1,0,0,0
0,50,12,1,0,1,0,0,0
0,23,12,1,0,0,0,0,4728.72509765625
0,49,14,0,0,1,0,0,0
0,55,14,0,0,1,0,0,0
0,34,14,1,0,1,0,0,0
0,34,16,0,0,1,0,0,11821.8134765625
0,55,13,0,1,1,0,0,0
0,52,12,0,0,1,0,0,0
0,52,15,0,0,1,0,0,0
0,30,16,0,0,1,0,0,0
0,21,12,0,0,0,0,0,0
0,30,17,0,0,0,0,0,0
0,44,12,0,0,1,0,0,0
0,46,12,0,0,0,0,0,0
0,53,17,0,0,1,0,0,0
0,26,16,0,0,0,0,0,9014.1318359375
0,49,12,0,0,1,0,0,13299.5390625
0,39,15,0,0,1,0,0,1921.0445556640625
0,26,17,0,0,1,0,0,11821.8134765625
0,32,16,0,0,1,0,0,0
0,34,12,0,0,1,0,0,0
0,31,14,0,0,1,0,0,0
0,39,17,0,1,1,0,0,8866.359375
0,40,17,0,0,1,0,0,0
0,31,12,0,0,1,0,0,0
0,27,13,0,0,1,0,0,28076.8046875
0,48,12,0,0,1,0,0,0
0,41,13,0,0,1,0,0,0
0,26,14,0,0,0,0,0,0
0,50,17,0,0,0,0,0,0
0,48,12,0,0,1,0,0,12930.1083984375
0,45,16,0,0,1,0,0,0
0,37,13,0,0,1,0,0,0
0,33,12,0,0,1,0,0,0
0,31,12,0,0,1,0,0,0
0,36,12,1,0,1,0,0,17732.71875
0,44,13,0,0,1,0,0,0
0,28,17,0,0,1,0,0,0
0,30,17,0,0,1,0,0,0
0,42,16,0,0,1,0,0,0
0,30,12,0,0,1,0,0,0
0,27,16,0,0,1,0,0,0
0,37,12,0,0,1,0,0,0
0,37,12,0,0,1,0,0,0
0,45,12,0,0,1,0,0,22165.8984375
0,35,16,0,0,1,0,0,0
0,37,17,0,0,1,0,0,66497.6953125
0,27,17,0,0,1,0,0,0
0,47,14,0,0,1,0,0,0
0,48,12,0,0,1,0,0,0
0,42,12,0,0,1,0,0,0
0,43,12,0,0,1,0,0,0
0,46,12,0,0,1,0,0,0
0,46,12,0,0,1,0,0,0
0,46,12,0,0,1,0,0,0
0,29,16,0,0,1,0,0,8396.4423828125
0,39,13,0,0,1,0,0,0
0,32,12,0,0,1,0,0,0
0,48,16,0,0,1,0,0,0
0,48,16,0,0,1,0,0,0
0,41,13,0,0,1,0,0,0
0,42,13,0,0,1,0,0,0
0,42,13,0,0,1,0,0,0
0,42,13,0,0,1,0,0,0
0,54,13,0,0,1,0,0,0
0,29,14,0,0,1,0,0,0
0,54,12,0,0,1,0,0,0
0,54,12,0,0,1,0,0,0
0,26,14,0,0,1,0,0,0
0,43,17,0,0,1,0,0,36943.1640625
0,54,12,0,0,1,0,0,0
0,37,12,0,0,1,0,0,0
0,54,16,0,0,1,0,0,0
0,48,17,0,0,1,0,0,0
0,44,12,0,0,1,0,0,0
0,54,12,0,0,1,0,0,0
0,38,12,0,0,1,0,0,0
0,37,13,0,0,1,0,0,0
0,27,17,0,0,1,0,0,0
0,51,12,0,0,1,0,0,0
0,39,12,0,0,1,0,0,0
0,55,14,0,0,1,0,0,0
0,54,13,0,0,1,0,0,0
0,54,13,0,0,1,0,0,0
0,34,12,0,0,1,0,0,0
0,50,14,0,0,1,0,0,0
0,50,12,0,0,1,0,0,0
0,21,14,0,1,0,0,0,3657.373291015625
0,26,12,0,0,1,0,0,0
0,21,13,0,0,0,0,0,2659.90771484375
0,23,16,0,0,1,0,0,0
0,21,15,0,0,0,0,0,14777.265625
0,23,14,0,0,0,0,0,5319.81591796875
0,27,16,0,0,1,0,0,0
0,25,12,0,0,1,0,0,26599.078125
0,27,17,0,0,0,0,0,7388.6328125
0,55,12,0,0,1,0,0,10344.0859375
0,20,12,0,0,1,0,0,0
0,18,12,0,0,1,0,0,19210.4453125
0,27,12,0,0,1,0,0,20688.171875
0,28,16,0,0,1,0,0,36943.1640625
0,36,12,1,0,1,0,0,11821.8134765625
0,33,13,1,0,1,0,0,20688.171875
0,36,12,0,0,1,0,0,0
0,27,13,0,0,1,0,0,29554.53125
0,45,17,0,0,1,0,0,17732.71875
0,45,17,0,0,1,0,0,17732.71875
0,45,17,0,0,1,0,0,17732.71875
0,31,12,0,0,1,0,0,0
0,34,12,0,0,1,0,0,63542.2421875
0,34,12,0,0,1,0,0,63542.2421875
0,47,14,0,0,1,0,0,22165.8984375
0,35,16,0,0,1,0,0,17732.71875
0,43,17,0,0,1,0,0,29554.53125
0,25,12,1,0,1,0,0,1220.6021728515625
0,29,15,0,0,0,0,0,22313.671875
0,31,12,0,0,1,0,0,20688.171875
0,52,12,0,0,1,0,0,22165.8984375
0,22,16,0,0,0,0,0,32509.984375
0,53,15,0,0,1,0,0,28076.8046875
0,29,17,0,0,1,0,0,36898.83203125
0,31,13,0,0,1,0,0,39898.6171875
0,35,12,0,0,1,0,0,29554.53125
0,29,16,0,0,1,0,0,23643.625
0,39,12,0,0,1,0,0,31032.2578125
0,37,14,0,0,1,0,0,0
0,30,14,0,0,1,0,0,22165.8984375
0,43,17,0,0,1,0,0,41376.34375
0,32,17,0,0,1,0,0,39898.6171875
0,44,12,0,0,1,0,0,81274.9609375
0,32,16,0,0,1,0,577.98370361328125,18609.01171875
0,43,12,1,0,1,0,715.13238525390625,5910.90625
0,24,12,1,0,0,0,783.70672607421875,10344.0859375
0,22,13,0,0,0,0,783.70672607421875,2305.25341796875
0,35,15,0,0,1,0,979.6334228515625,0
0,26,15,0,0,0,0,979.6334228515625,3250.99853515625
0,29,17,0,0,1,0,979.6334228515625,0
0,23,12,1,0,0,0,1077.5966796875,5910.90625
0,19,12,0,0,1,0,1154.008056640625,26599.078125
0,48,16,0,0,1,0,1240.2159423828125,1152.626708984375
0,48,16,0,0,1,0,1240.2159423828125,1152.626708984375
0,22,12,1,0,1,0,1269.6048583984375,0
0,20,12,1,0,0,0,1367.5682373046875,2955.453125
0,24,17,0,0,1,0,1371.48681640625,24825.806640625
0,27,16,0,0,1,0,1469.4500732421875,4363.7265625
0,21,14,0,0,0,0,1506.6761474609375,11082.94921875
0,53,13,0,0,1,0,1567.4134521484375,4728.72509765625
0,53,13,0,0,1,0,1567.4134521484375,4728.72509765625
0,53,16,0,0,1,0,1665.3768310546875,2955.453125
0,22,15,0,0,1,0,1763.340087890625,22165.8984375
0,21,15,0,0,0,0,1763.340087890625,4137.63427734375
0,30,12,0,0,1,0,1959.266845703125,1477.7265625
0,21,12,1,0,0,0,1959.266845703125,1152.626708984375
0,27,16,0,0,1,0,1959.266845703125,21427.03515625
0,22,15,0,0,0,0,1967.1038818359375,5024.2705078125
0,22,12,1,0,1,0,2006.2891845703125,0
0,23,13,0,0,1,0,2155.193603515625,11378.4951171875
0,33,12,0,0,1,0,2351.1201171875,2770.7373046875
0,24,13,0,0,0,0,2351.1201171875,14777.265625
0,20,12,1,0,0,0,2351.1201171875,17732.71875
0,22,16,0,0,0,0,2351.1201171875,25860.21484375
0,19,12,0,0,1,0,2547.046875,0
0,22,15,0,0,1,0,2547.046875,25860.21484375
0,43,14,0,0,1,0,2645.01025390625,6992.60205078125
0,39,12,0,0,1,0,2742.973388671875,11821.8134765625
0,28,12,1,0,0,0,2938.900146484375,0
0,19,14,0,0,0,0,2938.900146484375,0
0,26,17,0,0,1,0,2938.900146484375,23643.625
0,18,12,0,0,1,0,3134.826904296875,20688.171875
0,23,15,0,0,1,0,3320.957275390625,9974.654296875
0,24,12,1,0,0,0,3330.753662109375,11821.8134765625
0,27,12,0,0,1,0,3526.68017578125,5910.90625
0,29,17,0,0,1,0,3526.68017578125,24382.48828125
0,22,12,1,0,0,0,3579.580322265625,11821.8134765625
0,27,12,0,0,1,0,3722.60693359375,1090.562255859375
0,27,15,0,0,1,0,3722.60693359375,19210.4453125
0,20,12,1,0,0,0,3730.444091796875,13299.5390625
0,27,12,1,0,1,0,3918.53369140625,17732.71875
0,23,12,1,0,1,0,3918.53369140625,8866.359375
0,23,12,1,0,1,0,3918.53369140625,9752.9951171875
0,22,12,0,0,1,0,3918.53369140625,39898.6171875
0,31,12,1,0,1,0,3918.53369140625,24973.578125
0,26,17,0,0,0,0,4173.23828125,9457.4501953125
0,20,12,0,0,1,0,4310.38720703125,4433.1796875
0,30,17,0,0,1,0,4310.38720703125,22476.220703125
0,42,16,0,0,0,0,4398.55419921875,16254.9921875
0,21,14,0,0,1,0,4506.3134765625,23052.53515625
0,25,16,0,0,1,0,4604.27685546875,0
0,27,15,0,0,1,0,4702.240234375,0
0,26,17,0,0,1,0,4702.240234375,26599.078125
0,29,16,0,0,1,0,4800.20361328125,23643.625
0,20,12,0,0,0,0,4811.95947265625,0
0,52,12,0,0,1,0,4898.1669921875,0
0,23,17,0,0,0,0,4898.1669921875,33987.7109375
0,21,14,0,0,1,0,4898.1669921875,17141.62890625
0,24,16,0,0,0,0,4898.1669921875,17732.71875
0,30,17,0,0,1,0,4898.1669921875,5172.04296875
0,25,17,0,0,0,0,4996.13037109375,5030.18115234375
0,21,12,0,0,1,0,5094.09375,7388.6328125
0,28,12,0,0,1,0,5094.09375,9014.1318359375
0,20,12,0,0,1,0,5182.2607421875,15244.2265625
0,36,16,0,0,0,0,5290.0205078125,5319.81591796875
0,19,12,1,0,0,0,5387.98388671875,12117.3583984375
0,21,12,1,0,1,0,5868.00390625,10048.541015625
0,47,12,0,0,1,0,5868.00390625,5319.81591796875
0,24,16,0,0,1,0,5877.80029296875,33987.7109375
0,24,12,1,0,1,0,5877.80029296875,17732.71875
0,25,17,0,0,1,0,5877.80029296875,30101.2890625
0,21,16,0,0,1,0,5877.80029296875,16993.85546875
0,31,12,1,0,1,0,5877.80029296875,15959.447265625
0,26,14,0,0,1,0,5877.80029296875,31032.2578125
0,22,12,1,0,0,0,5891.51513671875,5763.1337890625
0,20,13,1,0,0,0,5897.39306640625,14777.265625
0,20,13,0,1,1,0,6073.72705078125,27337.94140625
0,27,14,0,0,1,0,6269.65380859375,26007.98828125
0,26,12,0,0,0,0,6269.65380859375,10344.0859375
0,23,17,0,0,1,0,6367.6171875,0
0,23,12,1,0,0,0,6494.96923828125,14186.1748046875
0,22,12,1,0,0,0,6583.13671875,0
0,21,12,1,0,0,0,6661.50732421875,11208.5556640625
0,21,12,0,0,1,0,6661.50732421875,25121.3515625
0,28,14,0,0,1,0,6739.8779296875,13742.857421875
0,27,12,1,0,1,0,6855.474609375,8275.2685546875
0,25,14,0,0,0,0,6857.43359375,0
0,30,12,0,0,1,0,6857.43359375,3250.99853515625
0,27,13,1,0,1,0,6857.43359375,24514.005859375
0,22,13,0,0,0,0,6857.43359375,17363.287109375
0,23,16,0,0,1,0,6857.43359375,22165.8984375
0,24,12,1,0,1,0,6857.43359375,26599.078125
0,19,13,0,0,0,0,6857.43359375,17732.71875
0,21,14,0,0,1,0,6974.98974609375,17141.62890625
0,29,17,0,0,1,0,7053.3603515625,8866.359375
0,27,16,0,0,1,0,7053.3603515625,25121.3515625
0,28,15,0,0,1,0,7249.287109375,9161.9052734375
0,26,12,0,0,1,0,7406.0283203125,2955.453125
0,54,12,0,0,1,0,7445.2138671875,0
0,28,15,1,0,0,0,7445.2138671875,12708.44921875
0,27,15,0,0,1,0,7445.2138671875,18471.58203125
0,26,13,0,0,0,0,7449.13232421875,9605.22265625
0,21,12,0,0,1,0,7523.58447265625,0
0,53,14,1,0,1,0,7641.140625,8127.49609375
0,21,13,0,0,1,0,7688.1630859375,11082.94921875
0,22,13,0,0,0,0,7739.10400390625,16254.9921875
0,27,16,0,0,0,0,7837.0673828125,0
0,37,15,0,1,1,0,7837.0673828125,11821.8134765625
0,33,13,0,0,0,0,7837.0673828125,16254.9921875
0,19,12,1,0,0,0,7837.0673828125,3694.31640625
0,28,12,0,0,1,0,7837.0673828125,15663.90234375
0,32,12,1,0,1,0,7837.0673828125,8866.359375
0,24,12,0,0,0,0,7837.0673828125,5910.90625
0,22,12,0,0,0,0,7837.0673828125,17732.71875
0,20,12,1,0,1,0,7837.0673828125,20688.171875
0,23,12,0,0,1,0,7837.0673828125,12058.2490234375
0,27,12,1,0,1,0,7837.0673828125,2210.678955078125
0,23,12,1,0,1,0,7837.0673828125,21870.353515625
0,19,12,0,1,1,0,7837.0673828125,13299.5390625
0,27,14,0,0,0,0,7837.0673828125,16254.9921875
0,22,16,0,0,1,0,7837.0673828125,16254.9921875
0,42,12,0,0,1,0,7837.0673828125,15516.12890625
0,20,13,0,0,0,0,7837.0673828125,2216.58984375
0,29,13,0,0,0,0,7958.5419921875,0
0,23,12,1,0,1,0,7993.80859375,4433.1796875
0,19,12,0,0,1,0,8054.5458984375,11963.673828125
0,21,12,1,0,1,0,8150.5498046875,10583.4775390625
0,26,12,0,0,1,0,8228.9208984375,11969.5849609375
0,21,16,0,0,0,0,8228.9208984375,27337.94140625
0,24,12,1,0,1,0,8275.943359375,8335.85546875
0,29,12,0,0,1,0,8389.580078125,14481.7197265625
0,26,12,1,0,1,0,8616.85546875,10344.0859375
0,23,14,1,0,1,0,8675.6337890625,13003.994140625
0,25,12,0,0,0,0,8683.470703125,15811.673828125
0,21,12,0,0,1,0,8816.7001953125,18096.240234375
0,25,12,1,0,0,0,8816.7001953125,10344.0859375
0,22,12,0,0,1,0,8816.7001953125,15486.5751953125
0,22,12,0,0,1,0,8816.7001953125,19653.763671875
0,23,12,1,0,1,0,8816.7001953125,18471.58203125
0,18,12,0,0,0,0,8816.7001953125,22165.8984375
0,27,12,1,0,0,0,8816.7001953125,19210.4453125
0,21,12,1,0,0,0,8816.7001953125,5578.41796875
0,25,12,0,0,1,0,8816.7001953125,26599.078125
0,21,13,0,0,1,0,8816.7001953125,28224.578125
0,27,12,0,0,1,0,8816.7001953125,0
0,23,12,0,0,1,0,8840.2119140625,10416.4951171875
0,21,12,0,0,1,0,8867.6416015625,17732.71875
0,23,14,1,0,1,0,8934.2568359375,8866.359375
0,23,16,1,0,0,0,9012.626953125,19210.4453125
0,31,17,0,0,1,0,9012.626953125,39817.34375
0,27,12,1,0,1,0,9067.486328125,6649.76953125
0,21,12,1,0,1,0,9169.3681640625,7388.6328125
0,23,12,1,0,1,0,9169.3681640625,10403.1953125
0,19,12,0,0,1,0,9208.5537109375,11526.2666015625
0,46,12,0,0,1,0,9284.9658203125,10376.595703125
0,24,12,0,0,1,0,9371.1728515625,2216.58984375
0,20,13,0,1,0,0,9404.48046875,8275.2685546875
0,24,17,0,0,1,0,9404.48046875,22904.76171875
0,23,12,0,0,1,0,9404.48046875,11821.8134765625
0,34,12,0,0,1,0,9404.48046875,23475.1640625
0,35,12,0,0,1,0,9404.48046875,11821.8134765625
0,23,12,0,0,0,0,9404.48046875,16846.08203125
0,21,14,1,0,0,0,9420.1552734375,9900.767578125
0,21,12,0,1,1,0,9496.56640625,10512.546875
0,26,12,0,0,1,0,9561.2216796875,13299.5390625
0,23,13,0,0,1,0,9698.37109375,23643.625
0,27,12,0,1,1,0,9698.37109375,14038.40234375
0,50,12,0,1,1,0,9788.4970703125,13299.5390625
0,27,12,1,0,1,0,9796.333984375,11821.8134765625
0,25,12,0,0,1,0,9796.333984375,25121.3515625
0,21,12,1,0,1,0,9796.333984375,14777.265625
0,21,13,0,0,1,0,9796.333984375,28787.591796875
0,33,12,1,0,0,0,9796.333984375,0
0,19,12,0,0,1,0,9796.333984375,20688.171875
0,20,12,0,0,1,0,9796.333984375,29258.986328125
0,22,12,1,0,1,0,9796.333984375,11162.7470703125
0,32,12,0,0,1,0,9796.333984375,11821.8134765625
0,24,13,0,0,1,0,9796.333984375,11526.2666015625
0,29,12,1,0,1,0,9796.333984375,19210.4453125
0,23,12,1,0,1,0,9796.333984375,11821.8134765625
0,26,14,0,0,1,0,9796.333984375,20688.171875
0,20,12,0,0,1,0,9796.333984375,10713.517578125
0,27,12,1,0,1,0,9796.333984375,11821.8134765625
0,24,12,1,0,1,0,9796.333984375,33987.7109375
0,24,17,0,0,0,0,9796.333984375,36943.1640625
0,21,13,0,0,0,0,9796.333984375,20688.171875
0,25,12,1,0,1,0,9796.333984375,6649.76953125
0,30,12,1,0,1,0,9796.333984375,29554.53125
0,26,12,1,0,0,0,9913.8896484375,15619.5703125
0,22,12,0,0,0,0,9951.1162109375,14777.265625
0,47,12,0,0,1,0,9968.7490234375,11283.919921875
0,22,12,0,0,0,0,9992.2607421875,19949.30859375
0,31,12,1,0,1,0,10188.1865234375,9605.22265625
0,35,12,0,0,1,0,10188.1865234375,11821.8134765625
0,49,12,0,0,1,0,10231.291015625,6537.46240234375
0,25,13,1,0,0,0,10246.96484375,12486.7900390625
0,23,12,0,0,1,0,10290.0693359375,9221.013671875
0,25,17,0,0,1,0,10384.1142578125,49429.953125
0,23,16,0,0,1,0,10384.1142578125,11821.8134765625
0,34,17,0,0,0,0,10580.041015625,5910.90625
0,21,12,0,0,1,0,10580.041015625,12117.3583984375
0,27,12,1,0,0,0,10623.14453125,8866.359375
0,23,12,0,0,1,0,10775.966796875,11821.8134765625
0,23,12,0,0,1,0,10775.966796875,16993.85546875
0,32,17,0,0,0,0,10775.966796875,0
0,27,12,1,0,1,0,10775.966796875,7536.4052734375
0,24,12,1,0,0,0,10775.966796875,8275.2685546875
0,34,12,0,0,1,0,10775.966796875,14186.1748046875
0,29,12,0,0,1,0,10775.966796875,25860.21484375
0,28,14,0,0,1,0,10775.966796875,0
0,18,12,0,0,0,0,10775.966796875,21427.03515625
0,20,12,1,0,0,0,10775.966796875,29554.53125
0,25,13,0,0,1,0,10775.966796875,18966.62109375
0,23,12,1,0,1,0,10775.966796875,29391.982421875
0,26,17,0,0,1,0,10775.966796875,35465.4375
0,24,12,0,0,0,0,10873.9306640625,20132.546875
0,23,12,0,0,1,0,10971.8935546875,31032.2578125
0,23,16,0,0,0,0,10971.8935546875,20924.607421875
0,26,12,1,0,1,0,11167.8212890625,8866.359375
0,46,12,0,0,1,0,11167.8212890625,17732.71875
0,23,12,1,0,1,0,11167.8212890625,14777.265625
0,41,12,0,0,1,0,11167.8212890625,12412.9033203125
0,19,12,0,0,1,0,11201.1279296875,24338.15625
0,29,12,0,0,1,0,11259.90625,26599.078125
0,24,12,1,0,0,0,11285.376953125,10344.0859375
0,23,12,1,0,0,0,11328.4814453125,29216.1328125
0,22,12,0,0,1,0,11363.7470703125,13299.5390625
0,21,12,0,0,0,0,11363.7470703125,13299.5390625
0,27,12,0,0,1,0,11363.7470703125,4137.63427734375
0,37,12,0,0,1,0,11430.36328125,8866.359375
0,44,12,0,0,1,0,11559.673828125,27781.259765625
0,38,16,0,0,1,0,11559.673828125,17732.71875
