city_id,year,center,construction_year,revenue
30,2023,1,2019,362.97
31,2014,0,NA,156.6
31,2015,0,NA,158.98
31,2016,0,NA,149.88
31,2017,0,NA,204.1
31,2018,0,NA,271.43
31,2019,0,NA,428.2
31,2020,0,NA,482.89
31,2021,0,NA,467.64
31,2022,0,NA,327.48
31,2023,0,NA,292.03
32,2014,0,NA,126
32,2015,0,NA,110.07
32,2016,0,NA,139.52
32,2017,0,NA,150.02
32,2018,0,NA,195.21
32,2019,0,NA,245.95
32,2020,0,NA,374.11
32,2021,0,NA,381.39
32,2022,0,NA,339.94
32,2023,0,NA,319.09
33,2014,0,2021,139.54
33,2015,0,2021,143.85
33,2016,0,2021,162.97
33,2017,0,2021,196.91
33,2018,0,2021,262.49
33,2019,0,2021,394.37
33,2020,0,2021,453.67
33,2021,0,2021,516.94
33,2022,1,2021,476.15
33,2023,1,2021,442.29
34,2014,0,NA,133.9
34,2015,0,NA,171.94
34,2016,0,NA,136.35
34,2017,0,NA,153.08
34,2018,0,NA,260.06
34,2019,0,NA,229.03
34,2020,0,NA,379.41
34,2021,0,NA,453.24
34,2022,0,NA,349.74
34,2023,0,NA,352.02
35,2014,0,2020,169.93
35,2015,0,2020,195.98
35,2016,0,2020,208.02
35,2017,0,2020,171.68
35,2018,0,2020,292.05
35,2019,0,2020,306.07
35,2020,0,2020,402.67
35,2021,1,2020,467.48
35,2022,1,2020,380.54
35,2023,1,2020,396.99
36,2014,0,NA,175.03
36,2015,0,NA,178.05
36,2016,0,NA,174.97
36,2017,0,NA,243.91
36,2018,0,NA,309.23
36,2019,0,NA,437.18
36,2020,0,NA,428.41
36,2021,0,NA,504.64
36,2022,0,NA,443.48
36,2023,0,NA,429.42
37,2014,0,NA,111.89
37,2015,0,NA,108.25
37,2016,0,NA,146.28
37,2017,0,NA,126.29
37,2018,0,NA,215.16
37,2019,0,NA,275.76
37,2020,0,NA,397.13
37,2021,0,NA,498.28
37,2022,0,NA,259.56
37,2023,0,NA,312.44
38,2014,0,NA,64.4
38,2015,0,NA,79.27
38,2016,0,NA,112.14
38,2017,0,NA,99.17
38,2018,0,NA,225.74
38,2019,0,NA,232.77
38,2020,0,NA,407.08
38,2021,0,NA,388.46
38,2022,0,NA,352.05
38,2023,0,NA,371.55
39,2014,0,NA,120.42
39,2015,0,NA,138.89
39,2016,0,NA,149.73
39,2017,0,NA,155.34
39,2018,0,NA,177.82
39,2019,0,NA,272.27
39,2020,0,NA,303.7
39,2021,0,NA,450.44
39,2022,0,NA,340.7
39,2023,0,NA,353.8
40,2014,0,NA,82.38
40,2015,0,NA,87.08
40,2016,0,NA,104.59
40,2017,0,NA,131.72
40,2018,0,NA,209.19
40,2019,0,NA,263.57
40,2020,0,NA,460.06
40,2021,0,NA,419.61
40,2022,0,NA,384.01
40,2023,0,NA,383.05
41,2014,0,NA,63.24
41,2015,0,NA,96.29
41,2016,0,NA,119.47
41,2017,0,NA,169.78
41,2018,0,NA,237.71
41,2019,0,NA,286.83
41,2020,0,NA,410.92
41,2021,0,NA,407.4
41,2022,0,NA,328.45
41,2023,0,NA,346.61
42,2014,0,NA,105.9
42,2015,0,NA,129.58
42,2016,0,NA,120.52
42,2017,0,NA,130.72
42,2018,0,NA,213.97
42,2019,0,NA,291.8
42,2020,0,NA,395.11
42,2021,0,NA,359.36
42,2022,0,NA,377.69
42,2023,0,NA,327.67
43,2014,0,NA,97.31
43,2015,0,NA,125.16
43,2016,0,NA,128.22
43,2017,0,NA,136.46
43,2018,0,NA,229.34
43,2019,0,NA,248.58
43,2020,0,NA,291.6
43,2021,0,NA,422.7
43,2022,0,NA,347.66
43,2023,0,NA,317.87
44,2014,0,2022,359.36
44,2015,0,2022,325.5
44,2016,0,2022,358.12
44,2017,0,2022,416.25
44,2018,0,2022,448.16
44,2019,0,2022,530.31
44,2020,0,2022,569.47
44,2021,0,2022,749.62
44,2022,0,2022,696.39
44,2023,1,2022,669.96
45,2014,0,NA,128.55
45,2015,0,NA,100.83
45,2016,0,NA,145.46
45,2017,0,NA,149.73
45,2018,0,NA,176.59
45,2019,0,NA,248.07
45,2020,0,NA,440.19
45,2021,0,NA,419.61
45,2022,0,NA,333.97
45,2023,0,NA,364.7
46,2014,0,2017,77.36
46,2015,0,2017,101.26
46,2016,0,2017,93.88
46,2017,0,2017,106.57
46,2018,1,2017,239.21
46,2019,1,2017,338.49
46,2020,1,2017,401.72
46,2021,1,2017,408.28
46,2022,1,2017,420.24
46,2023,1,2017,354.32
47,2014,0,NA,71.73
47,2015,0,NA,93.89
47,2016,0,NA,115.83
47,2017,0,NA,134.83
47,2018,0,NA,251.3
47,2019,0,NA,273.5
47,2020,0,NA,436.56
47,2021,0,NA,449.95
47,2022,0,NA,420.81
47,2023,0,NA,399.6
48,2014,0,NA,91.25
48,2015,0,NA,89.67
48,2016,0,NA,118.22
48,2017,0,NA,127.04
48,2018,0,NA,221.34
48,2019,0,NA,222.8
48,2020,0,NA,402.55
48,2021,0,NA,394.08
48,2022,0,NA,397.22
48,2023,0,NA,422.47
49,2014,0,2021,56.19
49,2015,0,2021,103.74
49,2016,0,2021,106.1
49,2017,0,2021,117.55
49,2018,0,2021,225.76
49,2019,0,2021,301.61
49,2020,0,2021,359.65
49,2021,0,2021,439.52
49,2022,1,2021,442.06
49,2023,1,2021,426.14
50,2014,0,NA,128.47
50,2015,0,NA,128.99
50,2016,0,NA,150.28
50,2017,0,NA,196.12
50,2018,0,NA,244.87
50,2019,0,NA,239.15
50,2020,0,NA,428.57
50,2021,0,NA,516.93
50,2022,0,NA,395.03
50,2023,0,NA,317.76
51,2014,0,NA,119.12
51,2015,0,NA,147.94
51,2016,0,NA,180.86
51,2017,0,NA,202.84
51,2018,0,NA,282.53
51,2019,0,NA,354.9
51,2020,0,NA,402.63
51,2021,0,NA,477.7
51,2022,0,NA,403.88
51,2023,0,NA,424.46
52,2014,0,NA,104.04
52,2015,0,NA,136.18
52,2016,0,NA,113.21
52,2017,0,NA,159.42
52,2018,0,NA,252.79
52,2019,0,NA,263.5
52,2020,0,NA,364.19
52,2021,0,NA,437.57
52,2022,0,NA,304.94
52,2023,0,NA,363.2
53,2014,0,NA,150.22
53,2015,0,NA,144.44
53,2016,0,NA,158.71
53,2017,0,NA,202.3
53,2018,0,NA,248.8
53,2019,0,NA,273.19
53,2020,0,NA,398.6
53,2021,0,NA,428.35
53,2022,0,NA,271.94
53,2023,0,NA,343.38
54,2014,0,NA,245.25
54,2015,0,NA,252.53
54,2016,0,NA,245.16
54,2017,0,NA,265.65
54,2018,0,NA,324.93
54,2019,0,NA,375.06
54,2020,0,NA,500.29
54,2021,0,NA,431.57
54,2022,0,NA,495.3
54,2023,0,NA,409.86
55,2014,0,NA,79.32
55,2015,0,NA,99.69
55,2016,0,NA,93.34
55,2017,0,NA,146.3
55,2018,0,NA,248.32
55,2019,0,NA,292.08
55,2020,0,NA,409.15
55,2021,0,NA,426.29
55,2022,0,NA,411.53
55,2023,0,NA,355.09
56,2014,0,NA,114.68
56,2015,0,NA,135.88
56,2016,0,NA,118.76
56,2017,0,NA,201.09
56,2018,0,NA,275.52
56,2019,0,NA,334.41
56,2020,0,NA,409.71
56,2021,0,NA,478.97
56,2022,0,NA,358.24
56,2023,0,NA,439.98
57,2014,0,NA,86.07
57,2015,0,NA,98.3
57,2016,0,NA,133.64
57,2017,0,NA,144.86
57,2018,0,NA,177.8
57,2019,0,NA,257.36
57,2020,0,NA,415.21
57,2021,0,NA,427.49
57,2022,0,NA,300.21
57,2023,0,NA,334.87
58,2014,0,2022,162.19
58,2015,0,2022,167.92
58,2016,0,2022,173.52
58,2017,0,2022,230.96
58,2018,0,2022,301.97
58,2019,0,2022,339.82
58,2020,0,2022,398.14
58,2021,0,2022,473.59
58,2022,0,2022,393.04
58,2023,1,2022,382.32
59,2014,0,NA,110.36
59,2015,0,NA,91.5
59,2016,0,NA,97.49
59,2017,0,NA,140.37
59,2018,0,NA,201.5
59,2019,0,NA,285.1
59,2020,0,NA,286.61
59,2021,0,NA,445.72
59,2022,0,NA,319.86
59,2023,0,NA,324.37
60,2014,0,NA,149.49
60,2015,0,NA,131.49
60,2016,0,NA,175.78
60,2017,0,NA,191.44
60,2018,0,NA,267.54
60,2019,0,NA,320.17
60,2020,0,NA,423.21
60,2021,0,NA,423.63
60,2022,0,NA,306.1
60,2023,0,NA,407.19
61,2014,0,NA,104.81
61,2015,0,NA,106.17
61,2016,0,NA,125.11
61,2017,0,NA,118.44
61,2018,0,NA,167.26
61,2019,0,NA,307.16
61,2020,0,NA,421.83
61,2021,0,NA,388.76
61,2022,0,NA,393.35
61,2023,0,NA,323.8
62,2014,0,NA,100.21
62,2015,0,NA,113.79
62,2016,0,NA,137.34
62,2017,0,NA,180.16
62,2018,0,NA,246.44
62,2019,0,NA,270.42
62,2020,0,NA,370.46
62,2021,0,NA,473.47
62,2022,0,NA,293.07
62,2023,0,NA,352.99
63,2014,0,NA,86.99
63,2015,0,NA,104.52
63,2016,0,NA,104.41
63,2017,0,NA,117.17
63,2018,0,NA,203.32
63,2019,0,NA,187.1
63,2020,0,NA,349.07
63,2021,0,NA,442.99
63,2022,0,NA,373.1
63,2023,0,NA,390.45
64,2014,0,NA,94.01
64,2015,0,NA,111.46
64,2016,0,NA,120.58
64,2017,0,NA,124.18
64,2018,0,NA,167.01
64,2019,0,NA,283.98
64,2020,0,NA,370.62
64,2021,0,NA,428.87
64,2022,0,NA,342.7
64,2023,0,NA,307.76
65,2014,0,NA,80.86
65,2015,0,NA,114.27
65,2016,0,NA,140.61
65,2017,0,NA,171.28
65,2018,0,NA,213.72
65,2019,0,NA,229.25
65,2020,0,NA,393.57
65,2021,0,NA,403.25
65,2022,0,NA,328.84
65,2023,0,NA,308.72
66,2014,0,NA,118.97
66,2015,0,NA,146.77
66,2016,0,NA,132.39
66,2017,0,NA,151.77
66,2018,0,NA,170.09
66,2019,0,NA,339.85
66,2020,0,NA,391.44
66,2021,0,NA,345.39
66,2022,0,NA,334.42
66,2023,0,NA,298.36
67,2014,0,NA,181.26
67,2015,0,NA,197.93
67,2016,0,NA,217.63
67,2017,0,NA,200.6
67,2018,0,NA,285.5
67,2019,0,NA,377.68
67,2020,0,NA,411.08
67,2021,0,NA,418.5
67,2022,0,NA,402.73
67,2023,0,NA,373.42
68,2014,0,NA,100.57
68,2015,0,NA,108.34
68,2016,0,NA,160.18
68,2017,0,NA,147.78
68,2018,0,NA,291.25
68,2019,0,NA,284.64
68,2020,0,NA,485.98
68,2021,0,NA,520.15
68,2022,0,NA,386.24
68,2023,0,NA,414.93
69,2014,0,NA,167.14
69,2015,0,NA,229.78
69,2016,0,NA,194.91
69,2017,0,NA,267.01
69,2018,0,NA,323.37
69,2019,0,NA,405.02
69,2020,0,NA,454.2
69,2021,0,NA,560.52
69,2022,0,NA,432.14
69,2023,0,NA,428.41
70,2014,0,NA,317.99
70,2015,0,NA,344.78
70,2016,0,NA,291.73
70,2017,0,NA,373.14
70,2018,0,NA,369.45
70,2019,0,NA,473.05
70,2020,0,NA,560.13
70,2021,0,NA,581.12
70,2022,0,NA,509.48
70,2023,0,NA,490.54
71,2014,0,NA,82.85
71,2015,0,NA,102.67
71,2016,0,NA,109.63
71,2017,0,NA,177.6
71,2018,0,NA,205.21
71,2019,0,NA,323.39
71,2020,0,NA,386.73
71,2021,0,NA,432.47
71,2022,0,NA,369.43
71,2023,0,NA,366.85
72,2014,0,NA,65.62
72,2015,0,NA,76.46
72,2016,0,NA,113.3
72,2017,0,NA,155.19
72,2018,0,NA,199.97
72,2019,0,NA,288.81
72,2020,0,NA,362.22
72,2021,0,NA,412.56
72,2022,0,NA,379.1
72,2023,0,NA,351.86
73,2014,0,2022,73.51
73,2015,0,2022,81.11
73,2016,0,2022,113.79
73,2017,0,2022,183.27
73,2018,0,2022,186.28
73,2019,0,2022,247.39
73,2020,0,2022,356
73,2021,0,2022,347.44
73,2022,0,2022,247.32
73,2023,1,2022,346.7
74,2014,0,NA,81.21
74,2015,0,NA,92.83
74,2016,0,NA,99.62
74,2017,0,NA,113.43
74,2018,0,NA,209.25
74,2019,0,NA,257.83
74,2020,0,NA,382.52
74,2021,0,NA,363.77
74,2022,0,NA,381.67
74,2023,0,NA,358.68
75,2014,0,NA,109.46
75,2015,0,NA,119.29
75,2016,0,NA,140.15
75,2017,0,NA,148.39
75,2018,0,NA,209.57
75,2019,0,NA,282.09
75,2020,0,NA,328.04
75,2021,0,NA,486.1
75,2022,0,NA,265.75
75,2023,0,NA,351.45
76,2014,0,NA,177.21
76,2015,0,NA,209.15
76,2016,0,NA,238.53
76,2017,0,NA,280.07
76,2018,0,NA,363.93
76,2019,0,NA,369.75
76,2020,0,NA,449.42
76,2021,0,NA,523.03
76,2022,0,NA,493.99
76,2023,0,NA,458.4
77,2014,0,2023,91.58
77,2015,0,2023,101.18
77,2016,0,2023,106.77
77,2017,0,2023,143.72
77,2018,0,2023,231.64
77,2019,0,2023,256.23
77,2020,0,2023,409.95
77,2021,0,2023,431.64
77,2022,0,2023,390.66
77,2023,0,2023,338.18
78,2014,0,NA,78.59
78,2015,0,NA,79.81
78,2016,0,NA,110.05
78,2017,0,NA,152.28
78,2018,0,NA,201
78,2019,0,NA,253.9
78,2020,0,NA,381.73
78,2021,0,NA,423.97
78,2022,0,NA,333.67
78,2023,0,NA,318.9
79,2014,0,NA,138.22
79,2015,0,NA,147.65
79,2016,0,NA,186.97
79,2017,0,NA,203.06
79,2018,0,NA,277.64
79,2019,0,NA,290.61
79,2020,0,NA,351.32
79,2021,0,NA,408.25
79,2022,0,NA,354.18
79,2023,0,NA,334.89
80,2014,0,NA,126.68
80,2015,0,NA,137.44
80,2016,0,NA,148.33
80,2017,0,NA,171.21
80,2018,0,NA,234.5
80,2019,0,NA,286.17
80,2020,0,NA,419.93
80,2021,0,NA,416.07
80,2022,0,NA,314.78
80,2023,0,NA,324.88
81,2014,0,NA,119.32
81,2015,0,NA,119.72
81,2016,0,NA,181.79
81,2017,0,NA,189.85
81,2018,0,NA,285.53
81,2019,0,NA,353.11
81,2020,0,NA,402.95
81,2021,0,NA,441.42
81,2022,0,NA,361.83
81,2023,0,NA,360.67
82,2014,0,NA,158.48
82,2015,0,NA,164.8
82,2016,0,NA,173.15
82,2017,0,NA,210.27
82,2018,0,NA,257.36
82,2019,0,NA,343.38
82,2020,0,NA,408.3
82,2021,0,NA,429.14
82,2022,0,NA,357.96
82,2023,0,NA,329.08
83,2014,0,NA,81.06
83,2015,0,NA,102.71
83,2016,0,NA,129.05
83,2017,0,NA,151.85
83,2018,0,NA,216.85
83,2019,0,NA,302.14
83,2020,0,NA,390.07
83,2021,0,NA,425.15
83,2022,0,NA,367.21
83,2023,0,NA,307.03
84,2014,0,2020,68.77
84,2015,0,2020,87.39
84,2016,0,2020,128.12
84,2017,0,2020,132.57
84,2018,0,2020,268.81
84,2019,0,2020,315.06
84,2020,0,2020,454.83
84,2021,1,2020,513.03
84,2022,1,2020,464.52
84,2023,1,2020,470.15
85,2014,0,NA,105.67
85,2015,0,NA,122.18
85,2016,0,NA,142.06
85,2017,0,NA,165.57
85,2018,0,NA,232.67
85,2019,0,NA,263.78
85,2020,0,NA,348.98
85,2021,0,NA,481.96
85,2022,0,NA,363.37
85,2023,0,NA,347.52
86,2014,0,NA,92.13
86,2015,0,NA,117.11
86,2016,0,NA,144.47
86,2017,0,NA,183.05
86,2018,0,NA,251.8
86,2019,0,NA,327.07
86,2020,0,NA,521.35
86,2021,0,NA,496.02
86,2022,0,NA,313.52
86,2023,0,NA,410.55
87,2014,0,NA,228.64
87,2015,0,NA,221.62
87,2016,0,NA,231.34
87,2017,0,NA,252.06
87,2018,0,NA,370.52
87,2019,0,NA,393.2
87,2020,0,NA,462.16
87,2021,0,NA,558.15
87,2022,0,NA,403.76
87,2023,0,NA,363.59
88,2014,0,NA,91.91
88,2015,0,NA,104.25
88,2016,0,NA,131.8
88,2017,0,NA,202.67
88,2018,0,NA,231.12
88,2019,0,NA,297.01
88,2020,0,NA,467.92
88,2021,0,NA,515.81
88,2022,0,NA,318.15
88,2023,0,NA,394.57
89,2014,0,NA,93.15
89,2015,0,NA,133.21
89,2016,0,NA,146.55
89,2017,0,NA,159.81
89,2018,0,NA,255.99
89,2019,0,NA,299.97
89,2020,0,NA,357.08
89,2021,0,NA,413.1
89,2022,0,NA,298.16
89,2023,0,NA,384.86
90,2014,0,NA,113.21
90,2015,0,NA,138.59
90,2016,0,NA,187.74
90,2017,0,NA,229.6
90,2018,0,NA,305.95
90,2019,0,NA,372.7
90,2020,0,NA,529.37
90,2021,0,NA,516.97
90,2022,0,NA,472.26
90,2023,0,NA,467.49
91,2014,0,NA,174.81
91,2015,0,NA,176.77
91,2016,0,NA,182.75
91,2017,0,NA,234.11
91,2018,0,NA,317.63
91,2019,0,NA,370.39
91,2020,0,NA,456.26
91,2021,0,NA,546.66
91,2022,0,NA,412.42
91,2023,0,NA,444.59
92,2014,0,NA,74.66
92,2015,0,NA,95.7
92,2016,0,NA,100.09
92,2017,0,NA,165.53
92,2018,0,NA,220.53
92,2019,0,NA,277.92
92,2020,0,NA,441.38
92,2021,0,NA,496.32
92,2022,0,NA,395.4
92,2023,0,NA,426.84
93,2014,0,NA,89.51
93,2015,0,NA,131.03
93,2016,0,NA,158.2
93,2017,0,NA,169.2
93,2018,0,NA,265.33
93,2019,0,NA,303.93
93,2020,0,NA,428.69
93,2021,0,NA,405.47
93,2022,0,NA,366.7
93,2023,0,NA,383.37
94,2014,0,NA,82.11
94,2015,0,NA,84.64
94,2016,0,NA,95.48
94,2017,0,NA,157.72
94,2018,0,NA,210.22
94,2019,0,NA,316.91
94,2020,0,NA,396.63
94,2021,0,NA,412.8
94,2022,0,NA,329.26
94,2023,0,NA,372.44
95,2014,0,NA,181.23
95,2015,0,NA,168.18
95,2016,0,NA,213.01
95,2017,0,NA,229.52
95,2018,0,NA,273.56
95,2019,0,NA,297.96
95,2020,0,NA,424.51
95,2021,0,NA,401.55
95,2022,0,NA,358.1
95,2023,0,NA,401.4
96,2014,0,NA,70.09
96,2015,0,NA,89.03
96,2016,0,NA,111.81
96,2017,0,NA,145.98
96,2018,0,NA,223.13
96,2019,0,NA,266.95
96,2020,0,NA,354.61
96,2021,0,NA,463.53
96,2022,0,NA,393.72
96,2023,0,NA,363.38
97,2014,0,NA,355.12
97,2015,0,NA,335.67
97,2016,0,NA,410.44
97,2017,0,NA,422.18
97,2018,0,NA,531.32
97,2019,0,NA,531.04
97,2020,0,NA,587.14
97,2021,0,NA,755.35
97,2022,0,NA,563.05
97,2023,0,NA,592.63
98,2014,0,NA,108.19
98,2015,0,NA,90.59
98,2016,0,NA,97.92
98,2017,0,NA,149.08
98,2018,0,NA,178.54
98,2019,0,NA,233.03
98,2020,0,NA,401.97
98,2021,0,NA,406.08
98,2022,0,NA,334.29
98,2023,0,NA,240.7
99,2014,0,NA,100.81
99,2015,0,NA,102.58
99,2016,0,NA,82.83
99,2017,0,NA,126.08
99,2018,0,NA,201.96
99,2019,0,NA,206.82
99,2020,0,NA,335.22
99,2021,0,NA,419.9
99,2022,0,NA,341.27
99,2023,0,NA,367.01
100,2014,0,NA,81.29
100,2015,0,NA,87.55
100,2016,0,NA,125.29
100,2017,0,NA,133.37
100,2018,0,NA,177.63
100,2019,0,NA,237.07
100,2020,0,NA,372.13
100,2021,0,NA,395.2
